,Header,Summary,Detail,Link,Category
10,Hospital in Darra dysfunctional since its construction 11 years ago,PPP Senator claims salaries in millions of rupees are being paid to the ‘nonexistent’ staff.,"KOHAT: : The Type-D Hospital in Jawaki area of the Darra Adamkhel tribal subdivision of Kohat has been dysfunctional since its construction 11 years ago due to lack of facilities, but the staff is getting salaries without attending duties.
The issue was highlighted by PPP Senator Shamim Afridi, who along with health department officials visited the hospital, according to a statement issued here on Sunday.
He said salaries in millions of rupees were being paid to the ‘nonexistent’ staff, adding the building was in dilapidated condition with windows, doors and washrooms broken. He said staffers were mentioned in documents, but did not show physical presence in the hospital.
He promised recovering the money paid to the absent staff after conducting an inquiry. He also directed the district administration to ensure early payment of the cost of the land to the owner. He said he would present a detailed report to the chairman Senate committee on health Bilalur Rehman to ensure all facilities were provided to the hospital and staff attended duties to make the health facility in the backward area functional.
JOIN JUI-F: Elders, existing and former local body members of Nasratkhel, Shahpur and Gumbat, strongholds of Pakistan Tehreek-i-Insaf, announced joining Jamiat Ulema-i-Islam-Fazl on Sunday.
Gumbat village council chairman Ibrar Lahoti, former district naib nazim Arif Bangash, former district councillor Ashfaq Ahmed Khan, former tehsil councillor Said Ameen, Mohammad Islam, Shakir Bangash and others announced their decision at a function held here.
Former Kohat nazim and JUI-F leader Seth Gohar Saifullah Khan Bangash and city mayor Qari Sher Zaman were also present.
The new entrants alleged not a penny was spent in their areas by the PTI lawmakers.
CTD CENTRE OPENS: Khyber Pakhtunkhwa Inspector General of Police Muazzam Ja Ansari on Sunday inaugurated the newly-constructed centre of the counter-terrorism department, Kohat division.
Speaking on the occasion, he said the police were trying to effectively stamp out militancy in the province, according to a statement.
He emphasised CTD was mandated to foil conspiracies to destabilise Pakistan.
Mr Ansari said the police force would be provided with modern equipment to combat the fifth-generation warfare.
He said the CTD building had been given required vehicles, weapons, computers, and CCTV cameras.
Published in Dawn, December 26th, 2022
",read full story,peshawar
11,Lakki traders threaten agitation against police,Demand arrest of robbers who looted local trader,"LAKKI MARWAT: Traders here on Sunday threatened to launch agitation against the police’s failure to trace and arrest the robbers involved in looting cash from a businessman in Lakki Marwat city. 
The warning came at a meeting held here in Mela Mandi Bazaar. 
Former district councillor Amir Nawaz, advocate Nasir Kamal, Maulana Ahmad Shah of JUI-F, traders’ leaders, including Fazal Rahim, Munir Khan and Fareed Khan, and local shopkeepers attended the meeting. 
Three armed motorcyclists had looted cash from a trader, Mir Ghulam, in Mela Mandi Bazaar of Lakki city on Saturday evening. 
The business community held an emergency meeting the same day where the elders and traders’ representatives condemned the incident and said that robbery incidents had become common in Lakki city for the last several months. 

Demand arrest of robbers who looted local trader

They claimed that police had stopped patrolling in the city’s bazaars during nighttime and said that there was a sense of insecurity among the shopkeepers. They urged the high police authorities to take notice of the matter. 
POWER TRANSFORMER: The Peshawar Electric Supply Company has decided to install an additional high power transformer in the 132KV Tajazai grid station in Lakki Marwat to resolve the problems of low voltage and tripping. 
“The transformer (20/26MVA capacity) has reached the grid station and work on its installation will begin soon,” said Pesco executive engineer Fida Mohammad Mehsud on Sunday. 
He told this correspondent that the new transformer would help to resolve low voltage and tripping problems. An official said that deputy commissioner Fazal Akbar had earlier taken up the power-related issues being faced by the people with the Pesco authorities for their prompt resolution. 
QUAID DAY: The education department with the support of boy scouts association held a function and cake-cutting ceremony at the Government High School No 2 in Lakki city on Sunday to celebrate the birth anniversary of the founding father of the nation Quaid-i-Azam Mohammad Ali Jinnah. 
ADEO Ihsanullah and vice-principal Abdullah Jan cut the cake on the occasion. Asifullah and other boy scouts highlighted the life and vision of Quaid-i-Azam in their speeches.
Published in Dawn, December 26th, 2022
",read full story,peshawar
12,Salarzai residents protest plan to build judicial complex on their land,BAJAUR: The residents of Kharkano area of Salarzai tehsil here on Sunday demonstrated against the imposition of...,"BAJAUR: The residents of Kharkano area of Salarzai tehsil here on Sunday demonstrated against the imposition of Section 4 on their agricultural lands by the district administration, vowing to resist bids to build a judicial complex and police lines on their lands.
They threatened to launch a protest movement if the authorities did not withdraw the section immediately.
The protesters were holding placards inscribed with slogans against the district administration for imposing Section 4. They said they were not against the construction of judicial complex and police lines, but pointed out that the area, which had been selected for raising the buildings, was their agricultural land and the only source of their livelihoods.
They asked the district administration to take them into confidence before selecting any area for construction of the buildings.
Later, talking to reporters, local elders said they won’t allow the authorities to forcibly ‘occupy’ their land for construction of two buildings. They termed the imposition of Section 4 wrong and called for its withdrawal.
The elders also urged the provincial government and the local lawmakers to take notice of the issue.
Published in Dawn, December 26th, 2022
",read full story,peshawar
13,CDA completes over 50pc work on Bhara Kahu bypass project,ISLAMABAD: The Capital Development Authority (CDA) on Sunday stated that more than 50pc work on Bhara Kahu bypass ...,"ISLAMABAD: The Capital Development Authority (CDA) on Sunday stated that more than 50pc work on Bhara Kahu bypass had been completed.
“Work on Bhara Kahu bypass is in full progress. More than 50 per cent of the work is completed. This project will reduce traffic congestion and pollution and will also facilitate the tourists going towards Murree,” the CDA tweeted on Sunday following the visit of its chairman to the construction site.
The CDA chairman, retired Capt Mohammad Usman, along with Member Engineering Syed Munawar Shah and others visited the project site.
The member engineering and director Rana Tariq briefed the chairman about the progress on the project.
Sources said the CDA chairman directed the engineering wing to complete the project as soon as possible.
Prime Minister Shehbaz Sharif while inaugurating the project in September this year had directed the CDA to complete it till February 10.
The sources said work was going on round the clock but it seemed the mega project cannot be completed by Feb 10. The sources said even if the project of around six kilometres road, which has one interchange, a bridge, three underpasses and more than one km flyover, was completed by the end of March it will be a big achievement for the CDA.
An official said after seeing the scope of the work, he believed that the project could not be completed till April 15.
The bypass project worth Rs6.5 billion starts from Malpur and also crosses from Quaid-i-Azam University (QAU) land.
According to the CDA, 199 kanal land of the university falls in the alignment of the road while CDA in return has already offered 225 kanals to the QAU. However, the project faced controversy when QAU faculty members filed a court case and obtained a stay order which continued for around two months.
The Islamabad High Court (IHC) recently dismissed the petition of the faculty members. Following this, the CDA expedited the work at the QAU portion. Meanwhile, the QAU filed an intra-court appeal in the IHC.
The 5.6 km-long road (including a 1km flyover) starts from Murree Road at Malpur and culminates on Murree Road near the Jugi bus stop adjacent to Punjab Cash and Carry in Bhara Kahu from where the flyover begins till the end of the local bazaar towards Murree.
A CDA official said 100pc pile work had been completed and now the civic agency was focusing on pile capping work while underpasses were also near completion.
Published in Dawn, December 26th, 2022
",read full story,peshawar
14,Three die in Dera Ismail Khan road accidents,DERA ISMAIL KHAN: Three people died and three others suffered injuries in separate road incidents here on Sunday....,"DERA ISMAIL KHAN: Three people died and three others suffered injuries in separate road incidents here on Sunday.
Rescue and Mughal Kot police station officials said an oil tanker collided with a van in Saroba Charrai area, killing two persons on the spot and injuring three others.
The police and rescue workers shifted the bodies and the injured to a hospital.
Meanwhile, a man died when his tractor-trolley overturned near Kirri Khaisur-Chashma Road.
A Rescue 1122 official said the accident occurred due to thick fog.
The deceased was identified as tractor-trolley driver Misal Khan of Shediwala area.
MEETING: Jamiat Ulema-i-Islam-Fazl chief Maulana Fazlur Rehman on Sunday insisted 
development process would begin in southern districts of Khyber Pakhtunkhwa after the visit of Prime Minister Shehbaz Sharif to Dera Ismail Khan.
He stated this during a meeting of the party’s district Majlis-i-Aamla to discuss visit of the prime minister to DI Khan, which is expected on Monday (today).
Mr Rehman said the prime minister would announce mega projects for DI Khan, Tank and Lakki Marwat districts, including Yarik-Saggu road under CPEC.
“The mega projects would help end deprivations of the people of these areas,” he added.
He also hinted that the JUI-F would hold a big public gathering in Dera soon.
Federal minister for communications Mufti Asad Mahmood, party’s senior deputy emir Maulana Obaidur Rehman, tehsil nazims and emirs were also in attendance.
Published in Dawn, December 26th, 2022
",read full story,peshawar
15,KP to generate Rs10 billion from ongoing energy projects: official,Work under way on six schemes in different districts,"PESHAWAR: Energy and Power Secretary Nisar Ahmad Khan has said that after completion, the ongoing energy projects in Khyber Pakhtunkhwa are expected to generate the annual income of more than Rs10 billion.
“The ongoing economic ups and downs and security uncertainty in the country are worrying. A plan of action has been drawn up to resolve the issues,” he said.
He expressed these views while presiding over a review meeting on the progress of the ongoing energy projects in the province.
Mr Khan said that timely completion of ongoing energy projects in the province was the first priority of the government. However, he said that economic issues in the country were proving to be a major obstacle to completion of energy projects, for which an integrated strategy was indispensable.

Work under way on six schemes in different districts

He said that department of energy’s subsidiary Pakhtunkhwa Energy Development Organisation (Pedo) was a profitable enterprise that successfully completed various hydropower projects at a cost of Rs9 billion and brought an income of more than Rs32 billion to the province.
Pedo Chief Executive Engineer Naeem Khan told the meeting that work was currently under way on 42 energy projects of transmission line including hydro and solar power.
Several projects of Pedo have entered the final stages of completion. The projects are expected to generate more than Rs10 billion for the province.
The current security situation, closure of letters of credit and increase in taxes on import of machinery for Pedo’s hydropower and solar energy projects were matters of concern.
Pedo has successfully completed eight hydropower projects so far to generate a total of 172 megawatts of electricity. The province is getting an annual income of more than Rs4 billion from these projects.
Work on six projects including 84 megawatts Matiltan hydropower scheme in Swat, 69 megawatts Lawi scheme in Chitral, 40.8 megawatts Koto scheme in Dir, 11.8 megawatts Karora scheme in Shangla, 10.5 megawatts Chapri Charkhel scheme in Kuram and 6.5 megawatts Barando scheme in Torghar is going on rapidly. These projects will generate a total of 232.8 megawatts of electricity and an income of Rs10 billion for the province.
Similarly, 4,400 mosques, 8,000 schools, 187 primary health units are also being shifted to solar energy. The completed solar energy projects are saving millions of rupees annually in terms of electricity bills.
In the second phase, 291 mini micro-hydropower stations are also being constructed in the backward areas to generate 41 megawatts of cheap electricity.
Several energy projects have also been successfully completed in tribal districts. The transmission system has improved largely.
The secretary expressed his satisfaction with the overall performance of Pedo and said that issues with the federal government in some energy projects would be resolved on a priority basis.
Published in Dawn, December 26th, 2022
",read full story,peshawar
16,Govt to improve sanitation facilities in province: CM,PESHAWAR: Chief Minister Mahmood Khan has said that the provincial government is committed to improving sanitation...,"PESHAWAR: Chief Minister Mahmood Khan has said that the provincial government is committed to improving sanitation facilities throughout the province and concrete steps are being taken for the purpose.
He was addressing a ceremony here on Sunday wherein he handed over newly-purchased solid waste machinery to Water and Sanitation Services Peshawar (WSSP).
The machinery, according to a statement, has been purchased for semi-urban union councils of Peshawar including Achini Bala, Chamkani, Larama, Pajjagi, Pakha Ghulam, Peshtakhara Payan, Regi, Sarband, Sufaid Dheri, Wadpaga and Mera Kachori.
The machinery includes 33 mini-dumpers, 55 containers, 16 tractors and trolleys, 11 arm rolls, four loaders and four excavators.
The chief minister said that the government launched Khyber Pakhtunkhwa Cities Improvement Project (KPCIT) worth Rs97 billion for provision of clean drinking water to people, construction of parks and recreational facilities and establishment of sewerage treatment plants besides providing other civic facilities to people in the five divisional headquarters of the province.
“On completion, the project will prove to be a milestone in providing the best civic services and recreational facilities to people,” he said. 
He added that the government was spending huge resources on improving service delivery across the province to ensure easy and equal access of all citizens to services.
Published in Dawn, December 26th, 2022
",read full story,peshawar
17,Minister vows to promote research at GIK Institute,SWABI: Provincial finance minister Taimur Saleem Khan Jhagra on Sunday promised promoting contemporary education in...,"SWABI: Provincial finance minister Taimur Saleem Khan Jhagra on Sunday promised promoting contemporary education in engineering sciences and technology and research in the Ghulam Ishaq Khan Institute of Science and Technology.
The minister was addressing a reunion gathering of GIK Institute’s alumni as the chief guest. 
Members of the Ghulam Ishaq Khan Institute Alumni Association from across the country and abroad were in attendance. 
It is to mention here that Mr Jhagra is also a member of the alumni having acquired engineering education from the GIK Institute. He is also a member of the alumni association.
The reunion was also attended by members of association, including Fazal Ahmad Khalid, Rector GIK Institute, pro-rectors, deans, directors, heads of departments, faculty members and students. 
The association’s president Barrister Engr Habil Ahmed Khan also graced the occasion.
The alumni, who work in different leading companies and organisations in the world, said visiting their mother institution after years took them back into the golden period of their lives.
“I am proud of having received education at GIK Institute, and always feel happy to visit the institute. The environment, education imparting techniques and research culture is totally different and world class here,” Mr Jhagra said.
Prof Khalid spoke about academic activities, new initiatives, enhancement of the skill levels of students and strengthening linkages with industry.
ELECTIONS: Leaders of political parties have asked their workers to start contacting people for the next general elections.
Speaking at a gathering held in Yar Hussain on Saturday, Awami National Party leader Mukhtiar Khan said election fever was expected to grip the country soon, and workers should start contacting people to vote for ANP.
Addressing workers in Swabi city, Javed Iqbal Inqilabi, PPP divisional president, asked them to educate voters about the PPP manifesto.
Pakistan Muslim League-Nawaz divisional vice-president Iftikhar Ahmad Khan told a party meeting in Jhanda area that the elections would be held after  completion of the constitutional tenure of the coalition government. 
Speaking to workers in Mani village, Saeed Zada, former district emir of Jamaat-i-Islami, asked workers to start contacting people to ensure party’s victory in the elections.
Anwar Haqdad, former district president of Pakistan Tehreek-i-Insaf, asked workers to start wooing voters.
Published in Dawn, December 26th, 2022
",read full story,peshawar
18,Action against violators of smog SOPs in full swing in Rawalpindi,RAWALPINDI: The administration is taking strict action in accordance with law against the violators of smog standard...,"RAWALPINDI: The administration is taking strict action in accordance with law against the violators of smog standard operating procedures (SOPs) and lodged 46 first information reports (FIRs) besides imposing fines amounting to Rs1 million on them during anti-smog operations conducted in the Rawalpindi Division in December.
Commissioner (Rawalpindi Division) Saqib Manan said that the officials concerned had been directed to ensure surveillance of the industrial units in their respective areas and also penalise owners of brick kilns for not using modern technology.
The industrial units causing pollution would be dealt with iron hands, he said, adding action would be taken against operators of units for using bad quality fuel or burning old tyres for fuel. The commissioner said efforts were also being made to take action against stone crushers, owners of brick kilns and vehicles for emitting smoke.
It is pertinent to mention here that with the onset of winter in November, smog started to increase, causing air pollution in different cities of Punjab including in Rawalpindi district. The government had formulated a 10-point policy to control pollution, which would remain in force until further notice. Fines against smog emissions have also been increased.
The government had issued a notification banning the burning of all types of crops and garbage, smoke-emitting vehicles, factories, brick kilns and stone-crushing plants in all districts including in the Rawalpindi district.
Transportation of uncovered building material, traffic obstructing parking and all types of dust-blowing activities have also been banned. The fine for crop burning has been increased to Rs50,000, the fine for smoke emitting brick kilns has been increased to Rs100,000, the fine has been increased to Rs2,000 for smoke-emitting vehicles and motorcycles and the fine for smoke-emitting factories, bakeries and stone crushing machines has been increased to Rs50,000.
According to a spokesman of the commissioner’s office, the Rawalpindi administration had also issued a notification instructing the Environmental Protection Department (EPD) to take action against smog-emitting set-ups and vehicles. The smog control policy had been put in place by EPD and accordingly squads and teams had also been formed to check violations, he said.
District administration officials said that an awareness campaign had been launched across the district apprising citizens of the negative effects of smog and the role they could play to mitigate it. Efforts are being made to make the awareness campaign effective so that citizens themselves could play a role in mitigating the effects of smog.
EPD officials said that there was a zero-tolerance policy in place against smog-emitting brick kilns, industries and stone-crushing plants. The staff concerned was monitoring the quality of smoke with a special gadget on the G.T. Road and near the motorway in collaboration with traffic police.
They added that the Punjab government had established special laboratories across the province to protect citizens from the dangers of smog. District emergency officer (DEO) Rawalpindi asked drivers to adopt all out precautionary measures in fog. He advised people to avoid unnecessary travelling in fog hours. Keep the fog lights of vehicles on and commute on roads slowly by keeping a reasonable distance between vehicles, he added.
Chief Traffic Officer (CTO) Taimoor Khan urged people to take precautionary measures and follow traffic rules during smog season. Drivers should also attach dense fog lights on to their vehicles, he said.
According to experts, smog is a kind of air pollution which was originally named after smoke and fog mixed in the air. It affects visibility, human health and crops.
Dean of Public Health, Rawalpindi Medical University Professor Syed Arshad Sabir declared the situation dangerous for human health. He said that due to air pollution, problems could arise for residents when they breathe, especially people who have respiratory diseases. Air pollution is also harmful to the health of pregnant women, he added.
Published in Dawn, December 26th, 2022
",read full story,peshawar
19,RCCI asks govt to review decision on business hours,RAWALPINDI: The Rawalpindi Chamber of Commerce and Industry (RCCI) has asked the government to review its decision ...,"RAWALPINDI: The Rawalpindi Chamber of Commerce and Industry (RCCI) has asked the government to review its decision of reducing business hours. 
The government will lose billions of rupees in terms of sales tax due to the reduced business hours.
In a statement, RCCI President Saqib Rafiq said that stakeholders should be consulted before making such an announcement, adding early closure of businesses, especially hotel, restaurants or food service, will add to the suffering of the masses.
He said that it was appreciable that the government was concerned about saving energy, which was a good initiative, but the government’s revenue of electricity bills may decrease due to reduction in power consumption during peak hours.
He demanded that the government should focus on finding an amicable solution to the problem by holding talks with all the stakeholders and avoid imposing unilateral decisions.
“Reduced business hours will further stagnate the economy and reduce revenues,” he added.
Published in Dawn, December 26th, 2022
",read full story,peshawar
